WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,REVENUE_SCORE_PROXY,REVENUE_PROXY_TRANSACTION_COMPONENT,REVENUE_PROXY_DEX_DEFI_COMPONENT,REVENUE_PROXY_BRIDGE_COMPONENT
0x4e707309dc497e6daa9884c04d731168c1e342ff,28.5,1,4,7.13,4,179,2.376666667,2.671246068,0,168,0,0,0,0,0,3,0,0,0,0,0.0,27.0940000038,67.7350000095,0.0,0.0
0x19a5ac6f0dba3786dd8901d186e1afe432b64f6e,3.333333,2,3,3998.96,2,141,210.471578947,120.08166205,0,0,1,0,0,0,9,0,10,0,9,0,1575.29,674.4512438664563,701.5718596661404,0.0,1575.29
0x7e33f2090bf32d52a3027dffee713dfdd9d6ce10,102.333333,6,38,25157.49,16,176,19.292553681,35.536250273,59,0,0,0,0,4,4,0,20,0,2,0,210.37,1267.7018367693095,1974.2713202581488,1215.430881903,210.37
0x593b748aa8d3d7b466271a27d12e2d4991e4c869,33.333333,9,14,28450.54,15,146,44.6633281,157.354959517,25,0,0,0,0,5,3,0,5,0,1,0,142.13,1100.008480428223,1488.7775884455575,1339.8998430000001,142.13
0x8d6bf86dd2bafbe03a43fc74122c53715aff4e82,1.166667,2,2,2939.78,1,79,419.968571429,328.884503932,0,0,0,0,0,0,5,0,2,0,5,0,2437.18,805.2803893293428,489.9634733233571,0.0,2437.18
0x28414367126ab3519a348b20c64654f924842f1d,1.333333,2,2,1160.43,1,147,145.05375,158.697199797,0,0,0,0,0,0,7,0,1,0,7,0,880.29,297.4344806595,193.40495164875003,0.0,880.29
0x37975a9a92941a2b7d76937005ec930d918bbe68,4.833333,2,2,173590.73,1,116,5985.887241379,4596.889977583,0,0,0,0,0,0,3,0,26,0,3,0,5338.71,12907.392035214436,28931.786338036087,0.0,5338.71
0x951e4e416a7f2f73576213741bfcf56234d01ece,1.166667,1,1,3690.46,1,63,527.208571429,416.803937548,0,0,0,0,0,0,0,0,7,0,0,0,0.0,246.03073696134285,615.0768424033571,0.0,0.0
0xc447a77a58a48106647eeb667131850867e69ccf,9.666667,4,16,2560.1,11,121,42.668333333,39.367970787,0,0,0,0,0,0,5,0,4,0,0,0,0.0,164.98422791004447,412.46056977511114,0.0,0.0
0x07891a8f914f99c60500d32583691e2ec0fd876d,3.5,3,5,1369.2,4,53,44.167741935,67.469359866,0,0,0,0,0,0,5,0,5,0,5,0,135.74,95.76983870900001,154.58709677250002,0.0,135.74
0x1bbf837e965778cc0762ea697a4452e3a3cf9c6c,1.0,3,4,27.19,5,78,5.438,3.774675615,0,0,0,0,0,0,2,0,2,0,0,0,0.0,2.1752,5.438,0.0,0.0
0xd5652a607db9107d1bda870e2ce7e3d1676c054b,3.833333,2,4,164.08,3,53,4.00195122,2.313057547,0,0,0,0,0,0,11,0,0,0,11,0,58.5,20.761324670406502,15.340811676016259,0.0,58.5
0xb26648a3264644f601fb3bbdcfef369573390f20,4.166667,1,7,0.04,3,140,0.04,0.0,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.06666667200000001,0.16666668,0.0,0.0
0xcbdf2036ee364f3c88b1a5c43c4310b0e261149d,47.333333,5,7,14323.12,8,170,24.996719023,79.254807079,4,31,0,0,0,0,0,0,0,0,0,0,0.0,508.2666168014375,1183.1780254230937,99.986876092,0.0
0x9335859465bcb1eb41bbb683d34a5e3eb882f89a,1.0,3,4,395.03,3,79,65.838333333,42.28389229,0,0,0,0,0,0,2,0,1,0,2,0,101.76,51.775333333199995,65.838333333,0.0,101.76
0x85e5d13dc3fc2f47729ad355615498ea3e8523be,1.0,1,1,20.73,1,26,3.455,4.780630189,0,0,0,0,0,0,6,0,0,0,6,0,20.73,6.564500000000001,3.455,0.0,20.73
0x295e1e3bbaf1da2a1153f7f1c65f0012a164895b,1.166667,3,5,183.63,4,127,30.605,38.526130851,0,0,0,0,0,0,2,0,3,0,2,0,11.32,17.112337414000002,35.705843535,0.0,11.32
0xffc02dd817bf128ec406b436d1f1987556c7beef,1.166667,1,2,62.0,2,30,12.4,5.238320341,0,0,0,0,0,0,5,0,0,0,5,0,62.0,21.28666832,14.4666708,0.0,62.0
0x62d4070ea04c77e6d7ab55f8d9d960683eb6e1d7,2.833333,8,8,4815.37,6,129,92.603269231,332.659332939,2,0,0,1,0,0,3,0,3,0,1,0,1.0,170.02264790973078,262.37589862007695,185.206538462,1.0
0xdb093fe737eacd06171925ef261b5629a1658716,14.833333,4,16,1754.55,10,97,15.390789474,25.991265137,0,0,0,0,0,0,3,0,27,0,0,0,0.0,91.31868216029474,228.29670540073684,0.0,0.0
0xff2d91039a6a48efe1808aa6cdc1d5f947783c56,25.0,5,14,70571.6,16,53,340.925603865,948.389617244,4,0,0,0,0,6,2,0,17,0,0,0,0.0,4602.4956521775,8523.140096625,3409.2560386500004,0.0
0x03013d8f9b3bc90c9ec713ce3c672b95b591319c,5.0,3,5,14132.92,5,111,224.332063492,154.281239466,0,0,0,0,0,0,9,0,0,0,7,0,562.32,589.244126984,1121.66031746,0.0,562.32
0x7f5eab8c314f23dc056b09f81874613ab54063b1,34.0,6,15,8977.91,16,143,20.220518018,80.651428803,16,0,3,0,0,14,0,0,12,0,0,0,0.0,487.31448423380004,687.497612612,606.61554054,0.0
0x42c5491c0825c2d30eba25daa235f87a11e4d5ab,1.5,1,1,1243.82,1,56,138.202222222,80.264108456,0,0,0,0,0,0,9,0,0,0,9,0,1243.82,393.87633333319997,207.30333333299998,0.0,1243.82
0xf971302d6aa40f9292043cdc98367d98b0dfe1b1,6.833333,1,2,101.45,2,180,101.45,0.0,0,0,40,0,0,0,1,0,0,0,1,0,101.45,302.65915314,693.24163285,0.0,101.45
0x6439a8a6cf41ab02ada837cc188724a4f9fac744,17.833333,7,18,9307.35,14,179,42.306136364,156.31896588,6,0,0,0,0,13,3,0,3,0,2,0,175.83,627.0770739096484,754.4594177226211,803.816590916,175.83
0x4999eae92f27bbacd2778e9f9bf1588015e0e901,2.833333,7,5,549.18,5,100,15.255,37.579533548,0,0,0,0,0,0,1,0,0,0,0,0,0.0,17.288997966000004,43.222494915000006,0.0,0.0
0xce5860ffbcaffdb91cbcc8fe5b0556bf1ac6b0ea,3.333333,5,16,5041.91,7,135,420.159166667,300.484400606,0,0,0,0,0,0,2,0,1,0,1,0,340.9,645.4371662014446,1400.5304155036113,0.0,340.9
0x33a04de0dd26d62d5c9a11ea638d46694d1b05cd,1.333333,1,1,432.16,1,58,54.02,38.662142659,0,0,0,0,0,0,8,0,0,0,8,0,432.16,136.85065946400002,72.02664866,0.0,432.16
0x5c70b0546040c93ecfbc5ce32c2af8be5b911d51,20.333333,13,13,620.71,7,125,13.206595745,14.396020472,3,96,0,0,0,0,1,0,0,0,0,0,0.0,121.28056916403723,268.53410907946807,39.619787235,0.0
0x88b2d7c7bd55cbab54dc2375159e9509017a2c47,1.666667,1,1,850.9,1,113,85.09,65.575803617,0,0,0,0,0,0,10,0,0,0,10,0,850.9,269.451678012,141.81669503,0.0,850.9
0x37f2c82bb6d3291fb7231adb15c0a54a9991b78d,1.166667,1,1,361.6,1,65,51.657142857,69.142932231,0,0,0,0,0,0,7,0,0,0,7,0,361.6,114.50667355421905,60.26668388554761,0.0,361.6
0x81da6203949968097eba8ce8aad0bd2c07c0609e,2.333333,1,1,1276.73,1,117,91.195,138.109088806,0,0,0,0,0,0,14,0,0,0,14,0,1276.73,404.297821174,212.788302935,0.0,1276.73
0x4d3f74c7637ba96645ef4ebe53869e20c1abccbe,3.666667,3,5,1579.94,5,64,87.774444444,74.83734178,0,0,0,0,0,11,5,0,2,0,6,0,889.92,689.1474746638593,321.83965888614813,965.5188888839999,889.92
0xd5f79f79dc6de432fd87842ccf51646625130a47,6.833333,7,15,634.17,13,144,9.465223881,17.738158073,1,0,0,0,0,3,9,0,1,0,5,0,0.06,39.13792411277015,64.67902669842537,37.860895524,0.06
0xde3ffd820066ecdfb3705fd53bd4012616d9a9b3,1.0,1,1,298.53,1,66,49.755,31.161178171,0,0,0,0,0,0,6,0,0,0,6,0,298.53,94.5345,49.755,0.0,298.53
0xe4e5dbc11b5117b0f8380702958301fa24ebfe7c,1.0,1,1,703.11,1,46,117.185,181.861848368,0,0,0,0,0,0,6,0,0,0,6,0,703.11,222.6515,117.185,0.0,703.11
0xe9f7aca8caee7d5b0263b0eefd79ecfc904cf3fc,1.333333,1,1,523.0,1,66,65.375,80.238667424,0,0,0,0,0,0,8,0,0,0,8,0,523.0,165.61665795,87.166644875,0.0,523.0
0x0ed95a54ade6098c299857fe4675028ff787da72,1.166667,1,1,352.73,1,52,50.39,10.771830989,0,0,0,0,0,0,7,0,0,0,7,0,352.73,111.697840052,58.78835013,0.0,352.73
0xd2c60fd690f14e5a02421565eafef39bdb18723f,3.0,3,5,383.36,5,95,29.489230769,36.497008194,0,0,0,0,0,8,4,0,1,0,3,0,285.87,189.42442307599998,88.467692307,235.913846152,285.87
0xb564e00f84149905c55c3bb948f681dc55ed9011,1.833333,1,1,664.47,1,98,60.406363636,70.222884935,0,0,0,0,0,0,11,0,0,0,11,0,664.47,210.41549194555154,110.7449798638788,0.0,664.47
0x1f618ac560f03917c4cffced3a00574bc70cba81,1.0,1,1,416.52,1,105,69.42,36.626141393,0,0,0,0,0,0,6,0,0,0,6,0,416.52,131.898,69.42,0.0,416.52
0x35bb83f2e04a05a4300407490c7322c802aa4008,1.333333,1,1,1446.01,1,62,180.75125,234.53064397,0,0,0,0,0,0,8,0,0,0,8,0,1446.01,457.90314256650004,241.00160641625,0.0,1446.01
0xd2110ab9da50ff09b527bc8dacfa80a15caf2a1d,1.333333,1,1,423.48,1,65,52.935,46.991475823,0,0,0,0,0,0,8,0,0,0,8,0,423.48,134.101992942,70.57998235500001,0.0,423.48
0xff00cbbb15f69a510fc01c07a0baee0924392d3e,2.333333,1,1,2723.99,1,42,194.570714286,62.99481764,0,0,0,0,0,0,14,0,0,0,14,0,2723.99,862.5968073908381,453.9982684770953,0.0,2723.99
0xfea8522e99fd623d833a4144fe858435ecb5870b,1.333333,1,1,453.8,1,80,56.725,41.539883245,0,0,0,0,0,0,8,0,0,0,8,0,453.8,143.70332577,75.63331442500001,0.0,453.8
0xa625053c3706e6357900a2694b492600b6c0dc00,1.166667,1,1,303.98,1,43,43.425714286,35.508442802,0,0,0,0,0,0,7,0,0,0,7,0,303.98,96.2603391235619,50.66334780890476,0.0,303.98
0x3fcbaabe04e5aaa0a22d3b212689f95990c7e420,1.166667,1,1,263.56,1,60,37.651428571,17.8240459,0,0,0,0,0,0,7,0,0,0,7,0,263.56,83.46067168665714,43.926679216642846,0.0,263.56
0x8f10ab6031de002e043423f1aa90b604b81e7a97,1.0,1,1,306.78,1,46,51.13,38.49332756,0,0,0,0,0,0,6,0,0,0,6,0,306.78,97.14699999999999,51.13,0.0,306.78
0xae26727b55ee6e65e3ec214362ff1a75569f4def,1.333333,1,1,239.74,1,59,29.9675,13.627789393,0,0,0,0,0,0,8,0,0,0,8,0,239.74,75.917662671,39.95665667750001,0.0,239.74
0xfd80b605975fccf06b2c264cc557aaa53de15323,1.166667,1,1,431.9,1,85,61.7,42.609386625,0,0,0,0,0,0,7,0,0,0,7,0,431.9,136.76834156,71.9833539,0.0,431.9
0xe6624be581392fabd4a279daa1d67c67a011c750,1.166667,1,1,290.5,1,67,41.5,34.410935139,0,0,0,0,0,0,7,0,0,0,7,0,290.5,91.9916722,48.4166805,0.0,290.5
0x6cddaafd62d6d49d6fc88cbb461f0bc8944bed87,1.5,1,1,511.32,1,57,56.813333333,66.757545891,0,0,0,0,0,0,9,0,0,0,9,0,511.32,161.9179999998,85.2199999995,0.0,511.32
0x2935eb412c123f03d0ed99e7dd9eb64280715e0d,1.5,1,1,270.58,1,76,30.064444444,29.824752997,0,0,0,0,0,0,9,0,0,0,9,0,270.58,85.6836666664,45.096666666,0.0,270.58
0xaaf3f0a0c495b0d971756cdb71f575e60b1da183,1.333333,1,1,593.76,1,70,74.22,78.778750149,0,0,0,0,0,0,8,0,0,0,8,0,593.76,188.023990104,98.95997526000001,0.0,593.76
0xf033f3b95b33b1c948d32cd7a92ee0fb74ae8a59,1.166667,1,3,1.42,3,112,0.284,0.1092886087,0,0,0,0,0,0,3,0,0,0,2,0,0.71,0.31003337119999996,0.33133342799999993,0.0,0.71
0x7a09eb223ec3341d4ab43e21763615db91e57e42,1.166667,1,1,292.97,1,83,41.852857143,14.976941052,0,0,0,0,0,0,7,0,0,0,7,0,292.97,92.77383891378096,48.82834728445238,0.0,292.97
0xadbde029b2493c214221c8a48f677f6770d8cabe,1.5,2,2,9195.66,1,56,1021.74,520.568327333,0,0,0,0,0,0,7,0,2,0,7,0,6415.61,2216.9465,1532.6100000000001,0.0,6415.61
0x58a35cf59d5c630c057af008a78bc67cdc2ec094,1.166667,2,4,677.6,4,20,169.4,57.691127134,0,0,0,0,0,0,1,0,0,0,1,0,69.8,96.50335592,197.6333898,0.0,69.8
0xd56d9a931757c541aaef7738f392d247ad9798d5,1.166667,1,1,1304.06,1,42,186.294285714,366.134649972,0,0,0,0,0,0,7,0,0,0,7,0,1304.06,412.9523581724381,217.34339543109525,0.0,1304.06
0x6f764afddfb229986d085c44abff6a0225164ad4,2.333333,11,11,102.6,7,99,2.1375,6.677927417,0,0,0,0,0,2,1,0,3,0,0,0,0.0,3.4912497150000004,4.9874992875,4.275,0.0
0x6501c5373b43279a7bddffa62d848b3118cf907e,2.166667,11,5,531.26,4,77,13.980526316,13.136110124,0,0,0,0,0,0,1,0,9,0,0,0,0.0,12.116458004603508,30.29114501150877,0.0,0.0
0x58db960b59db4535513a70ee5199b028a0f4efde,1.833333,6,5,78.76,2,26,13.126666667,9.184845611,0,0,0,0,0,0,1,0,0,0,1,0,2.34,10.211220472244445,24.065551180611113,0.0,2.34
0xa376f06dd139e39762d04a5bac920827fb9ca1c2,1.333333,6,4,184.75,2,32,4.105555556,7.357433597,0,0,0,0,0,0,1,0,0,0,1,0,2.1,2.714629082459259,5.474072706148148,0.0,2.1
0x31cc173ce7d72fda0aa8723fcd826e5ccf4752b1,26.333333,2,9,0.6,3,95,0.06666666667,0.04714045208,0,0,0,0,2,0,1,0,0,0,0,0,0.0,0.7022222133684445,1.755555533421111,0.0,0.0
0xff7d094cc54465a76c039446572bea828c65f396,66.5,6,17,80221.05,13,179,76.987571977,410.938000801,42,0,1,0,0,13,3,0,27,0,2,0,6689.5,5202.25517514545,5119.6735364705,4234.316458735,6689.5
0x4497b26061fe5ea448ce1ef21ebddb069982893f,38.0,3,11,11392.89,10,181,13.693377404,142.376838426,51,0,0,0,0,4,0,0,2,0,0,0,0.0,471.73685156780004,520.348341352,753.13575722,0.0
0xac826ee723a01057ee61d5b2787aac3150311200,49.666667,3,10,12185.13,12,174,15.502709924,76.146360751,39,0,0,0,0,3,0,0,3,0,0,0,0.0,535.8770084399613,769.9679313929032,651.113816808,0.0
0x9124eee90cb634a1798c294eca7e9a0d4c5d379a,13.833333,3,13,10304.24,11,147,56.307322404,100.307421433,10,0,0,0,0,7,0,0,2,0,0,0,0.0,646.5957447649571,778.9179411528925,957.224480868,0.0
0x4f94609622c42ba1d819fb228b1b494b106bae73,21.666667,3,8,20147.93,9,167,47.631040189,125.539891157,23,0,0,0,0,10,0,0,9,0,0,0,0.0,962.940868838422,1032.00588663868,1571.824326237,0.0
0x38e1229845367c141b78ef296864231c2238a5c4,181.0,7,19,415132.73,15,161,172.612361746,917.244495633,129,0,0,0,0,13,1,0,6,0,0,0,0.0,21075.9693691866,31242.837476026,24510.955367932,0.0
0xa123d44d4b890b58e7e8f61739b8c20ba79c8d3e,178.5,5,10,151067.62,14,153,71.057206021,552.892909147,100,0,0,0,0,244,0,0,102,0,0,0,0.0,13628.7721148278,12683.711274748499,24443.678871224,0.0
0xb7c401f0fd55d7e4ccf830380cf9551433afec7c,36.666667,5,13,24864.77,16,146,34.296234483,79.170634135,32,0,0,0,0,10,2,0,4,0,2,0,155.76,1046.1060905569311,1257.528609142078,1440.4418482859999,155.76
0xeba49d62812788b554218c4ce35cee2b88a9da0e,5.833333,5,7,5452.2,10,141,68.1525,127.739832849,5,0,0,0,0,5,0,0,8,0,0,0,0.0,397.556240913,397.5562272825,681.5250000000001,0.0
0xcc9803d8bad625310c2af74a981f8d7d8c0074e4,47.666667,4,12,170564.05,14,153,201.374321133,599.363532773,62,0,0,0,0,6,0,0,7,0,0,0,0.0,8632.245926084508,9598.842707797772,13693.453837044,0.0
0x4c4f96f4b354b0d09a3db13b184ef234c2b65fa8,18.333333,4,11,28846.15,13,162,103.763129496,236.108109904,11,0,0,0,0,6,0,0,3,0,0,0,0.0,1378.320222970116,1902.3240061722902,1763.973201432,0.0
0x335d0fa75b206eee54dc1d3ffeeef20692e13954,26.666667,4,11,2179.71,12,142,6.05475,23.794128079,13,0,0,0,0,3,1,0,3,0,0,0,0.0,98.4906008073,161.46000201825,96.876,0.0
0x0b90e6276a93e5cbf7c98d9d11b2063ebae0aad1,31.833333,7,17,36059.17,17,171,94.14926893,185.648213683,17,0,0,0,0,21,1,0,18,0,0,0,0.0,2451.0192885910974,2997.0850295552436,3577.67221934,0.0
0xbf9f7a17e4f77a3403fae2191dba641e01cc0b01,49.0,6,29,29175.77,12,173,43.481028316,56.295874546,27,0,0,0,0,3,1,0,3,0,1,0,17.11,1313.0564523116,2130.570387484,1304.43084948,17.11
0x565bf7b3c7d5107dfc6d220298082efa0cb9f3ec,57.166667,3,11,22795.51,11,153,20.875009158,25.511315167,44,0,0,0,0,3,0,0,1,0,0,0,0.0,820.7357795120347,1193.3546971573364,981.1254304260001,0.0
0x65bc0eef247d80d99eb929c72453ba2c009b7dc2,35.5,4,16,15204.75,14,142,51.89334471,132.373938627,7,0,0,0,0,49,1,0,59,0,1,0,135.23,1787.802551198,1842.2137372050001,2906.02730376,135.23
0x6a743cf75d283ec53a24d6fece7e3267f4e515eb,141.166667,7,16,212532.26,15,144,68.184876484,604.879165694,145,0,0,0,0,43,1,0,30,0,0,0,0.0,8336.737573868382,9625.431753052959,12818.756778992,0.0
0x27d2f0bcaa42a3a50397b5fd09b506be8bf84490,9.833333,3,9,6653.94,10,89,73.932666667,155.453434441,4,0,0,0,0,3,0,0,10,0,0,0,0.0,471.9368456999945,727.0045309146111,517.528666669,0.0
0x6d36bef223f0eb2608b95906f8b59d1659c36dfd,56.5,3,17,1246.86,22,180,6.460414508,26.842320132,0,14,0,0,0,0,1,314,1,0,0,0,0.0,146.0053678808,365.013419702,0.0,0.0
0x0c2f4d65aebd9f51cb73c361c35cfc627f6de06e,56.333333,17,23,495.3,28,144,1.113033708,1.985596678,2,0,0,2,0,5,3,2,11,0,0,0,0.0,27.80729198979551,62.700898512988765,7.7912359559999995,0.0
0x7a469dbdc08cca946a189a43a5336cc376422934,14.5,4,9,8770.54,11,168,95.331956522,168.217611407,0,0,0,0,0,0,0,1,24,0,0,0,0.0,552.9253478276,1382.313369569,0.0,0.0
0xfada79ad96ce1284b7d9d48275acd01817921971,468.166667,11,7,172777.45,2,181,1360.452362205,1679.158981888,0,0,0,0,192,0,0,0,0,0,0,0,0.0,254767.3792103167,636918.4480257917,0.0,0.0
0xae5ebf6e86ec1e6b9a8150c2d19456e1ee20fbbc,7.166667,1,1,9551.54,1,157,222.128837209,753.872588051,0,0,0,0,0,0,43,0,0,0,43,0,9551.54,3024.6543629496455,1591.9234073741125,0.0,9551.54
0xe466e14b9e118a24dc185505cd20b6cb082acfc3,93.833333,1,16,93.6,16,168,3.466666667,2.875696373,0,0,1,0,0,0,33,0,0,0,3,0,21.6,135.51555510584444,325.2888877646111,0.0,21.6
0xdac764edc6d2b5bd24e6db877afa32d227185809,82.5,7,8,0.37,10,164,0.00148,0.02097163799,0,0,0,0,0,0,35,0,0,0,0,0,0.0,0.04884,0.1221,0.0,0.0
0xf118e11ea9b17bdbb9ab47224be93f7304c96150,2.666667,2,2,1008.14,1,166,63.00875,33.02480959,0,0,0,0,0,0,4,0,12,0,4,0,266.27,133.7768417345,168.02335433624998,0.0,266.27
0xb8d2809bc593adf84d8bfc73f82287d06c52e018,26.166667,6,8,243.47,7,146,6.763055556,4.777743435,3,141,0,0,0,0,3,4,0,0,2,0,11.92,80.86785738834075,176.96662263635187,20.289166668,11.92
0xe9f8713795f618e0a858e77f68d8a6117ce95766,39.833333,8,11,57.11,9,116,1.297954545,0.615199818,1,0,0,0,0,0,0,0,4,0,0,0,0.0,21.1350263346894,51.701855609848494,1.297954545,0.0
0xc510703006d81f209400150fcffc770533f6c516,19.833333,1,1,3018.05,1,164,25.361764706,13.489400299,0,0,0,0,0,0,0,0,119,0,0,0,0.0,201.20332995269803,503.00832488174507,0.0,0.0
0xaec74ccda12da20816accf7bd51f979113cdea30,23.833333,1,1,35214.89,1,165,246.257972028,105.521393539,0,0,0,0,0,0,143,0,0,0,143,0,35214.89,11151.381800499204,5869.14825124801,0.0,35214.89
0x98d9225ae4014bba2c3ad66745e75967a90314bd,12.0,16,10,55050.54,6,148,175.320191083,243.672950791,0,0,2,1,0,0,29,0,19,0,28,0,6066.87,2358.2544171984,2103.8422929959997,0.0,6066.87
0xe94643d93a525722685954f562d91926b4803d86,115.666667,2,5,499.71,8,143,1.070042827,0.6543856317,0,0,0,0,0,0,214,0,0,0,0,0,0.0,49.50731493853905,123.7682873463476,0.0,0.0
0xc6cd8f03c87fbc88fb6b6fc9196414c979349df9,128.833333,5,18,99.27,15,143,0.08183841715,0.485902158,0,0,0,0,0,0,73,0,4,0,0,0,0.0,4.217406419551544,10.54351604887886,0.0,0.0
0xbd03929d78b8f9a42c68bd45e92fbd267abf181b,121.333333,7,99,14468.65,17,140,22.749449686,48.421504064,0,0,0,0,0,0,109,0,0,0,99,0,2625.73,1760.5391217272736,2760.2665543181834,0.0,2625.73
0x21ab1d0b9ea6fee0fdd5ee5aee7c0b1ce8c997c9,22.166667,5,11,1357.94,9,167,2.76004065,5.401051764,0,0,0,0,0,0,5,0,0,0,5,0,110.62,52.12736079800543,61.180901995013556,0.0,110.62
0x02c93fb5ba7bfbbea8e8e75e6fff0ebe295b50dc,9.333333,6,1,427.91,1,163,1.797941176,0.8080911505,56,0,0,0,0,0,0,0,0,0,0,0,0.0,41.95196053360784,16.780783710019605,100.684705856,0.0
0x53e8ea109c960a140d503b39ea514150abb1f8c1,117.5,15,19,15.75,19,101,0.03671328671,0.07718028624,2,0,0,0,0,1,27,0,3,0,0,0,0.0,1.7640734264155002,4.313811188425,0.11013986013,0.0
0x5b41ffa74ea483840547026bfe01c24956d4d432,9.333333,1,1,18549.31,1,166,331.237678571,661.14867329,0,0,0,0,0,0,56,0,0,0,56,0,18549.31,5873.948122500044,3091.551556250107,0.0,18549.31
0x17957c4dfd8234ba69bb08b15341fe91ff688d2a,12.5,8,12,21234.99,12,133,104.093088235,284.750567929,6,0,0,0,0,3,3,0,1,0,1,0,135.0,882.10866911525,1301.1636029375,936.837794115,135.0
0x9cfe2ad03f95bfae3f73122102ecec91e440bca4,6.0,2,16,0.2,10,149,0.03333333333,0.004714045208,0,4,0,0,0,0,5,1,1,0,0,0,0.0,0.07999999999200001,0.19999999998,0.0,0.0
0x1c32a8d67853c50f79106e0abfd67fdfe229205d,86.166667,20,5,12680444.24,6,137,956.870226381,1879.491813062,0,0,0,0,0,0,0,0,249,0,0,0,0.0,32980.12726351449,82450.31815878623,0.0,0.0
0xf43421c6627e424cb5d204e939915d9ec8cce17c,154.833333,9,22,280738.8,14,174,192.81510989,752.243780642,52,0,0,0,0,63,101,0,73,0,94,0,124976.68,50946.66061988448,29854.206117029964,22173.73763735,124976.68
0x8cc9d91da23f2a89e3c28c72477cc4acc10b4846,9.666667,4,5,9241.24,5,156,135.900588235,81.800432274,0,0,0,0,0,0,0,0,51,0,0,0,0.0,525.4822926287451,1313.7057315718628,0.0,0.0
0x3ee6e64a0aee195c4860fd8c162b5510153d9698,9.0,2,2,8389.21,1,132,155.355740741,671.213978821,0,0,0,0,0,0,52,0,2,0,52,0,3320.89,1389.5031666676,1398.2016666690001,0.0,3320.89
0xc4d0264a82a4a6dd9725d8a314ba904cce44c369,6.0,6,6,6967.86,1,173,193.551666667,128.957083117,0,0,0,1,0,20,14,0,1,0,14,0,4216.58,2873.5306666697998,1161.310000002,3871.0333333400004,4216.58
0x09f853adfbb0009751fdb810c420527ff32cdfdd,1.5,1,2,578.13,2,44,96.355,62.862842695,0,0,0,0,0,0,6,0,0,0,6,0,578.13,202.34550000000002,144.5325,0.0,578.13
0xd9bed367cc5c7354d7a48112fb2ff5bc7b97968a,1.5,1,2,4842.62,2,94,538.068888889,722.107479034,0,0,0,0,0,0,0,0,8,0,0,0,0.0,322.8413333334001,807.1033333335001,0.0,0.0
0x01f44a94b2ea27720484828d3e97028707679a96,1.166667,1,1,2847.66,1,135,406.808571429,175.839611126,0,0,0,0,0,0,0,0,7,0,0,0,0.0,189.84405424134286,474.6101356033571,0.0,0.0
0xb1e8c2858d2a5c069f66a955e6d276b95629f97d,2.5,2,2,143.91,2,145,13.082727273,5.577925797,0,0,0,0,0,0,4,0,0,0,0,0,0.0,13.082727273000001,32.7068181825,0.0,0.0
0xfadade298df3fec4d47ff9d90f85d447143beb27,116.5,6,5,83122.65,2,106,2968.666071429,3496.073417192,0,0,0,0,108,0,0,0,0,0,0,0,0.0,138339.83892859143,345849.59732147853,0.0,0.0
0x841d22f9219ef56fddc4e4c3a24b8de69985b64a,51.666667,19,17,341437.32,12,179,238.433882682,434.883899158,46,14,0,0,0,0,2,0,13,0,2,0,560.02,8906.424118399382,12319.084018047959,10967.958603371999,560.02
0x75c2b1ae321835bbe301a31928b8b3ce27652781,29.833333,1,2,2771.85,2,136,27.175,101.012380873,0,0,77,0,0,0,102,0,0,0,102,0,2771.85,1017.2508297100001,810.720824275,0.0,2771.85
0x36fb056cba037c4b77b4cf99626dba481a33d146,2.833333,5,5,2502.69,4,120,166.846,146.215669922,0,0,0,0,0,0,3,0,0,0,3,0,1313.4,517.4421110872,472.730277718,0.0,1313.4
0x95c2d9d9170286e506d5ebfd1d12bec141c2cff6,1.833333,1,1,538.86,1,116,48.987272727,56.449163468,0,0,0,0,0,0,11,0,0,0,11,0,538.86,170.63899346816365,89.8099836704091,0.0,538.86
0x225af0702bb462004bee78163a6ba81751138383,2.5,2,2,2598.43,1,138,173.228666667,207.892561992,0,0,0,0,0,0,0,0,3,0,0,0,0.0,173.228666667,433.0716666675,0.0,0.0
0x30e251b1499f9db4822e5e15eeb1e07f78a17b16,2.5,1,1,40990.75,1,151,2732.716666667,2070.139575944,0,0,0,0,0,0,15,0,0,0,15,0,40990.75,12980.404166667,6831.7916666675,0.0,40990.75
0x8f7e394fe5d996b3c1f242f868a1547fc62e83e3,8.666667,3,8,48259.2,4,111,581.436144578,757.616949129,8,0,0,0,0,0,36,0,3,0,35,0,39798.52,13593.296583546951,5039.113446821382,4651.489156624,39798.52
0x78f87b46528ea39a4bff46fe2521e9b6f0720863,32.833333,8,9,15148.15,6,106,17.842343934,42.167210278,0,0,1,0,0,0,0,0,50,0,0,0,0.0,234.32944795422083,585.823619885552,0.0,0.0
